Transacao,Data de compra,ID Consumidor,ID Produto,Quantidade,Venda_unitaria,Faturamento
4345,"sexta-feira, 10 de dezembro de 2021",9393,7,5,R$ 60,R$ 300
4409,"quarta-feira, 15 de dezembro de 2021",3422,7,5,R$ 60,R$ 300
4461,"sexta-feira, 17 de dezembro de 2021",7810,7,5,R$ 60,R$ 300
4553,"quinta-feira, 23 de dezembro de 2021",8960,7,5,R$ 60,R$ 300
4710,"sexta-feira, 31 de dezembro de 2021",7952,7,5,R$ 60,R$ 300
4736,"sábado, 1 de janeiro de 2022",4069,7,5,R$ 60,R$ 300
4800,"terça-feira, 4 de janeiro de 2022",9513,7,5,R$ 60,R$ 300
4804,"terça-feira, 4 de janeiro de 2022",3435,7,5,R$ 60,R$ 300
4935,"domingo, 9 de janeiro de 2022",896,7,5,R$ 60,R$ 300
5166,"quarta-feira, 19 de janeiro de 2022",5813,7,5,R$ 60,R$ 300
5170,"quarta-feira, 19 de janeiro de 2022",5494,7,5,R$ 60,R$ 300
5180,"quarta-feira, 19 de janeiro de 2022",4205,7,5,R$ 60,R$ 300
5188,"quinta-feira, 20 de janeiro de 2022",3889,7,5,R$ 60,R$ 300
5278,"domingo, 23 de janeiro de 2022",6677,7,5,R$ 60,R$ 300
5356,"quarta-feira, 26 de janeiro de 2022",1744,7,5,R$ 60,R$ 300
5585,"quinta-feira, 3 de fevereiro de 2022",1244,7,5,R$ 60,R$ 300
5671,"domingo, 6 de fevereiro de 2022",5222,7,5,R$ 60,R$ 300
5690,"segunda-feira, 7 de fevereiro de 2022",9149,7,5,R$ 60,R$ 300
5707,"terça-feira, 8 de fevereiro de 2022",71,7,5,R$ 60,R$ 300
5800,"sexta-feira, 11 de fevereiro de 2022",8846,7,5,R$ 60,R$ 300
5829,"sábado, 12 de fevereiro de 2022",9062,7,5,R$ 60,R$ 300
5911,"terça-feira, 15 de fevereiro de 2022",921,7,5,R$ 60,R$ 300
6105,"terça-feira, 22 de fevereiro de 2022",5909,7,5,R$ 60,R$ 300
6182,"quinta-feira, 24 de fevereiro de 2022",4355,7,5,R$ 60,R$ 300
6354,"quarta-feira, 2 de março de 2022",5478,7,5,R$ 60,R$ 300
6647,"domingo, 13 de março de 2022",5852,7,5,R$ 60,R$ 300
6658,"segunda-feira, 14 de março de 2022",3760,7,5,R$ 60,R$ 300
6725,"quarta-feira, 16 de março de 2022",3152,7,5,R$ 60,R$ 300
6885,"quarta-feira, 23 de março de 2022",7158,7,5,R$ 60,R$ 300
6895,"quarta-feira, 23 de março de 2022",4579,7,5,R$ 60,R$ 300
6919,"sexta-feira, 25 de março de 2022",4437,7,5,R$ 60,R$ 300
6950,"sábado, 26 de março de 2022",1991,7,5,R$ 60,R$ 300
6954,"sábado, 26 de março de 2022",7622,7,5,R$ 60,R$ 300
7081,"quarta-feira, 30 de março de 2022",3065,7,5,R$ 60,R$ 300
7214,"segunda-feira, 4 de abril de 2022",7584,7,5,R$ 60,R$ 300
7353,"sábado, 9 de abril de 2022",1180,7,5,R$ 60,R$ 300
7359,"domingo, 10 de abril de 2022",7113,7,5,R$ 60,R$ 300
7392,"segunda-feira, 11 de abril de 2022",7307,7,5,R$ 60,R$ 300
7415,"terça-feira, 12 de abril de 2022",1056,7,5,R$ 60,R$ 300
7542,"domingo, 17 de abril de 2022",1070,7,5,R$ 60,R$ 300
7744,"domingo, 24 de abril de 2022",587,7,5,R$ 60,R$ 300
7751,"domingo, 24 de abril de 2022",6010,7,5,R$ 60,R$ 300
7768,"segunda-feira, 25 de abril de 2022",5324,7,5,R$ 60,R$ 300
8143,"domingo, 8 de maio de 2022",7565,7,5,R$ 60,R$ 300
8204,"terça-feira, 10 de maio de 2022",3870,7,5,R$ 60,R$ 300
8228,"quarta-feira, 11 de maio de 2022",3808,7,5,R$ 60,R$ 300
8272,"sexta-feira, 13 de maio de 2022",9887,7,5,R$ 60,R$ 300
8309,"domingo, 15 de maio de 2022",8374,7,5,R$ 60,R$ 300
8345,"segunda-feira, 16 de maio de 2022",6787,7,5,R$ 60,R$ 300
8431,"quinta-feira, 19 de maio de 2022",8351,7,5,R$ 60,R$ 300
8541,"segunda-feira, 23 de maio de 2022",4153,7,5,R$ 60,R$ 300
8647,"sexta-feira, 27 de maio de 2022",60,7,5,R$ 60,R$ 300
8765,"terça-feira, 31 de maio de 2022",4499,7,5,R$ 60,R$ 300
8816,"quinta-feira, 2 de junho de 2022",4541,7,5,R$ 60,R$ 300
8982,"quarta-feira, 8 de junho de 2022",4826,7,5,R$ 60,R$ 300
9057,"sábado, 11 de junho de 2022",2779,7,5,R$ 60,R$ 300
9251,"sábado, 18 de junho de 2022",8821,7,5,R$ 60,R$ 300
9351,"terça-feira, 21 de junho de 2022",4234,7,5,R$ 60,R$ 300
9437,"sábado, 25 de junho de 2022",6076,7,5,R$ 60,R$ 300
9554,"quarta-feira, 29 de junho de 2022",3437,7,5,R$ 60,R$ 300
9636,"sábado, 2 de julho de 2022",680,7,5,R$ 60,R$ 300
9641,"sábado, 2 de julho de 2022",3225,7,5,R$ 60,R$ 300
9661,"domingo, 3 de julho de 2022",3761,7,5,R$ 60,R$ 300
10085,"segunda-feira, 18 de julho de 2022",272,7,5,R$ 60,R$ 300
10114,"terça-feira, 19 de julho de 2022",4524,7,5,R$ 60,R$ 300
10246,"domingo, 24 de julho de 2022",5833,7,5,R$ 60,R$ 300
10357,"quinta-feira, 28 de julho de 2022",4858,7,5,R$ 60,R$ 300
10482,"terça-feira, 2 de agosto de 2022",3608,7,5,R$ 60,R$ 300
10760,"sexta-feira, 12 de agosto de 2022",5900,7,5,R$ 60,R$ 300
10805,"domingo, 14 de agosto de 2022",6652,7,5,R$ 60,R$ 300
10832,"segunda-feira, 15 de agosto de 2022",4026,7,5,R$ 60,R$ 300
10915,"quinta-feira, 18 de agosto de 2022",8522,7,5,R$ 60,R$ 300
11164,"domingo, 28 de agosto de 2022",8867,7,5,R$ 60,R$ 300
11313,"sábado, 3 de setembro de 2022",3021,7,5,R$ 60,R$ 300
11405,"quarta-feira, 7 de setembro de 2022",655,7,5,R$ 60,R$ 300
11413,"quarta-feira, 7 de setembro de 2022",2942,7,5,R$ 60,R$ 300
11441,"quinta-feira, 8 de setembro de 2022",9227,7,5,R$ 60,R$ 300
11643,"quinta-feira, 15 de setembro de 2022",8363,7,5,R$ 60,R$ 300
11732,"domingo, 18 de setembro de 2022",6461,7,5,R$ 60,R$ 300
11773,"terça-feira, 20 de setembro de 2022",7132,7,5,R$ 60,R$ 300
11780,"terça-feira, 20 de setembro de 2022",8462,7,5,R$ 60,R$ 300
11969,"segunda-feira, 26 de setembro de 2022",1152,7,5,R$ 60,R$ 300
11977,"terça-feira, 27 de setembro de 2022",2273,7,5,R$ 60,R$ 300
12073,"sexta-feira, 30 de setembro de 2022",2023,7,5,R$ 60,R$ 300
12084,"sábado, 1 de outubro de 2022",2178,7,5,R$ 60,R$ 300
12158,"terça-feira, 4 de outubro de 2022",9037,7,5,R$ 60,R$ 300
12160,"terça-feira, 4 de outubro de 2022",5536,7,5,R$ 60,R$ 300
12187,"quarta-feira, 5 de outubro de 2022",8182,7,5,R$ 60,R$ 300
12300,"domingo, 9 de outubro de 2022",7146,7,5,R$ 60,R$ 300
12415,"quinta-feira, 13 de outubro de 2022",9272,7,5,R$ 60,R$ 300
12507,"domingo, 16 de outubro de 2022",2957,7,5,R$ 60,R$ 300
12526,"segunda-feira, 17 de outubro de 2022",9625,7,5,R$ 60,R$ 300
12551,"terça-feira, 18 de outubro de 2022",10160,7,5,R$ 60,R$ 300
12574,"quarta-feira, 19 de outubro de 2022",9467,7,5,R$ 60,R$ 300
12775,"quarta-feira, 26 de outubro de 2022",1805,7,5,R$ 60,R$ 300
13084,"domingo, 6 de novembro de 2022",3753,7,5,R$ 60,R$ 300
13105,"domingo, 6 de novembro de 2022",99,7,5,R$ 60,R$ 300
13124,"segunda-feira, 7 de novembro de 2022",2070,7,5,R$ 60,R$ 300
13234,"sexta-feira, 11 de novembro de 2022",3100,7,5,R$ 60,R$ 300
13253,"sexta-feira, 11 de novembro de 2022",2475,7,5,R$ 60,R$ 300
13254,"sexta-feira, 11 de novembro de 2022",7700,7,5,R$ 60,R$ 300
13339,"segunda-feira, 14 de novembro de 2022",7989,7,5,R$ 60,R$ 300
13400,"quarta-feira, 16 de novembro de 2022",8263,7,5,R$ 60,R$ 300
13406,"quinta-feira, 17 de novembro de 2022",4670,7,5,R$ 60,R$ 300
13495,"segunda-feira, 21 de novembro de 2022",8964,7,5,R$ 60,R$ 300
13607,"sexta-feira, 25 de novembro de 2022",5971,7,5,R$ 60,R$ 300
13622,"sábado, 26 de novembro de 2022",4239,7,5,R$ 60,R$ 300
13747,"quinta-feira, 1 de dezembro de 2022",4374,7,5,R$ 60,R$ 300
13755,"quinta-feira, 1 de dezembro de 2022",2047,7,5,R$ 60,R$ 300
13769,"sexta-feira, 2 de dezembro de 2022",4319,7,5,R$ 60,R$ 300
13906,"domingo, 11 de dezembro de 2022",3513,7,5,R$ 60,R$ 300
14014,"quinta-feira, 22 de dezembro de 2022",974,7,5,R$ 60,R$ 300
112,"quinta-feira, 14 de janeiro de 2021",8818,5,5,R$ 7,R$ 35
123,"sexta-feira, 15 de janeiro de 2021",3938,5,5,R$ 7,R$ 35
134,"domingo, 17 de janeiro de 2021",8154,5,5,R$ 7,R$ 35
322,"terça-feira, 2 de fevereiro de 2021",6792,5,5,R$ 7,R$ 35
323,"terça-feira, 2 de fevereiro de 2021",3755,5,5,R$ 7,R$ 35
324,"terça-feira, 2 de fevereiro de 2021",5553,5,5,R$ 7,R$ 35
341,"quarta-feira, 3 de fevereiro de 2021",3239,5,5,R$ 7,R$ 35
606,"sábado, 27 de fevereiro de 2021",5960,5,5,R$ 7,R$ 35
633,"domingo, 28 de fevereiro de 2021",80,5,5,R$ 7,R$ 35
676,"quarta-feira, 3 de março de 2021",8730,5,5,R$ 7,R$ 35
881,"quarta-feira, 17 de março de 2021",5542,5,5,R$ 7,R$ 35
928,"sábado, 20 de março de 2021",3202,5,5,R$ 7,R$ 35
1079,"terça-feira, 30 de março de 2021",1048,5,5,R$ 7,R$ 35
1083,"terça-feira, 30 de março de 2021",3612,5,5,R$ 7,R$ 35
1232,"sábado, 10 de abril de 2021",6690,5,5,R$ 7,R$ 35
1235,"sábado, 10 de abril de 2021",8787,5,5,R$ 7,R$ 35
1236,"sábado, 10 de abril de 2021",3716,5,5,R$ 7,R$ 35
1407,"quarta-feira, 21 de abril de 2021",3287,5,5,R$ 7,R$ 35
1411,"quarta-feira, 21 de abril de 2021",392,5,5,R$ 7,R$ 35
1491,"terça-feira, 27 de abril de 2021",8947,5,5,R$ 7,R$ 35
1567,"segunda-feira, 3 de maio de 2021",3567,5,5,R$ 7,R$ 35
1714,"quinta-feira, 13 de maio de 2021",8181,5,5,R$ 7,R$ 35
1822,"sábado, 22 de maio de 2021",4608,5,5,R$ 7,R$ 35
1841,"segunda-feira, 24 de maio de 2021",5158,5,5,R$ 7,R$ 35
1855,"quarta-feira, 26 de maio de 2021",1634,5,5,R$ 7,R$ 35
1885,"sexta-feira, 28 de maio de 2021",976,5,5,R$ 7,R$ 35
1930,"segunda-feira, 31 de maio de 2021",5868,5,5,R$ 7,R$ 35
1982,"sexta-feira, 4 de junho de 2021",5203,5,5,R$ 7,R$ 35
1994,"sábado, 5 de junho de 2021",7731,5,5,R$ 7,R$ 35
2290,"quarta-feira, 30 de junho de 2021",8068,5,5,R$ 7,R$ 35
2421,"segunda-feira, 12 de julho de 2021",5984,5,5,R$ 7,R$ 35
2464,"sexta-feira, 16 de julho de 2021",9937,5,5,R$ 7,R$ 35
2490,"sábado, 17 de julho de 2021",9252,5,5,R$ 7,R$ 35
2563,"sexta-feira, 23 de julho de 2021",997,5,5,R$ 7,R$ 35
2587,"domingo, 25 de julho de 2021",44,5,5,R$ 7,R$ 35
2696,"terça-feira, 3 de agosto de 2021",6307,5,5,R$ 7,R$ 35
2750,"domingo, 8 de agosto de 2021",8196,5,5,R$ 7,R$ 35
2756,"domingo, 8 de agosto de 2021",6904,5,5,R$ 7,R$ 35
2764,"domingo, 8 de agosto de 2021",7813,5,5,R$ 7,R$ 35
2823,"sexta-feira, 13 de agosto de 2021",4562,5,5,R$ 7,R$ 35
2906,"sexta-feira, 20 de agosto de 2021",6459,5,5,R$ 7,R$ 35
2994,"sexta-feira, 27 de agosto de 2021",9728,5,5,R$ 7,R$ 35
3026,"segunda-feira, 30 de agosto de 2021",6168,5,5,R$ 7,R$ 35
3375,"quinta-feira, 30 de setembro de 2021",6214,5,5,R$ 7,R$ 35
3450,"segunda-feira, 4 de outubro de 2021",10075,5,5,R$ 7,R$ 35
3609,"domingo, 17 de outubro de 2021",9891,5,5,R$ 7,R$ 35
3623,"terça-feira, 19 de outubro de 2021",4712,5,5,R$ 7,R$ 35
3637,"quarta-feira, 20 de outubro de 2021",1965,5,5,R$ 7,R$ 35
3673,"sábado, 23 de outubro de 2021",8647,5,5,R$ 7,R$ 35
3735,"quinta-feira, 28 de outubro de 2021",6123,5,5,R$ 7,R$ 35
3767,"sábado, 30 de outubro de 2021",8536,5,5,R$ 7,R$ 35
3831,"quinta-feira, 4 de novembro de 2021",2553,5,5,R$ 7,R$ 35
4150,"domingo, 28 de novembro de 2021",274,5,5,R$ 7,R$ 35
4186,"quarta-feira, 1 de dezembro de 2021",1074,5,5,R$ 7,R$ 35
4299,"terça-feira, 7 de dezembro de 2021",6640,5,5,R$ 7,R$ 35
4333,"sexta-feira, 10 de dezembro de 2021",465,5,5,R$ 7,R$ 35
4375,"domingo, 12 de dezembro de 2021",8499,5,5,R$ 7,R$ 35
4489,"domingo, 19 de dezembro de 2021",5989,5,5,R$ 7,R$ 35
4498,"segunda-feira, 20 de dezembro de 2021",1178,5,5,R$ 7,R$ 35
4731,"sábado, 1 de janeiro de 2022",5295,5,5,R$ 7,R$ 35
4827,"quarta-feira, 5 de janeiro de 2022",1145,5,5,R$ 7,R$ 35
4973,"terça-feira, 11 de janeiro de 2022",7241,5,5,R$ 7,R$ 35
4996,"quarta-feira, 12 de janeiro de 2022",7267,5,5,R$ 7,R$ 35
5254,"sábado, 22 de janeiro de 2022",7628,5,5,R$ 7,R$ 35
5260,"sábado, 22 de janeiro de 2022",2625,5,5,R$ 7,R$ 35
5266,"domingo, 23 de janeiro de 2022",2248,5,5,R$ 7,R$ 35
5464,"segunda-feira, 31 de janeiro de 2022",1849,5,5,R$ 7,R$ 35
5496,"terça-feira, 1 de fevereiro de 2022",2735,5,5,R$ 7,R$ 35
5650,"sábado, 5 de fevereiro de 2022",6446,5,5,R$ 7,R$ 35
5944,"quarta-feira, 16 de fevereiro de 2022",5053,5,5,R$ 7,R$ 35
5968,"quinta-feira, 17 de fevereiro de 2022",663,5,5,R$ 7,R$ 35
6034,"sábado, 19 de fevereiro de 2022",9342,5,5,R$ 7,R$ 35
6043,"domingo, 20 de fevereiro de 2022",7969,5,5,R$ 7,R$ 35
6048,"domingo, 20 de fevereiro de 2022",7496,5,5,R$ 7,R$ 35
6113,"terça-feira, 22 de fevereiro de 2022",10263,5,5,R$ 7,R$ 35
6115,"terça-feira, 22 de fevereiro de 2022",9895,5,5,R$ 7,R$ 35
6149,"quarta-feira, 23 de fevereiro de 2022",7593,5,5,R$ 7,R$ 35
6200,"sexta-feira, 25 de fevereiro de 2022",2510,5,5,R$ 7,R$ 35
6246,"sábado, 26 de fevereiro de 2022",57,5,5,R$ 7,R$ 35
6265,"domingo, 27 de fevereiro de 2022",1805,5,5,R$ 7,R$ 35
6406,"sexta-feira, 4 de março de 2022",2048,5,5,R$ 7,R$ 35
6435,"sábado, 5 de março de 2022",9644,5,5,R$ 7,R$ 35
6497,"terça-feira, 8 de março de 2022",6203,5,5,R$ 7,R$ 35
6507,"terça-feira, 8 de março de 2022",248,5,5,R$ 7,R$ 35
6564,"quinta-feira, 10 de março de 2022",76,5,5,R$ 7,R$ 35
6599,"sexta-feira, 11 de março de 2022",2814,5,5,R$ 7,R$ 35
6696,"terça-feira, 15 de março de 2022",5290,5,5,R$ 7,R$ 35
6785,"sábado, 19 de março de 2022",4731,5,5,R$ 7,R$ 35
6845,"segunda-feira, 21 de março de 2022",8708,5,5,R$ 7,R$ 35
6956,"sábado, 26 de março de 2022",9317,5,5,R$ 7,R$ 35
7022,"segunda-feira, 28 de março de 2022",6933,5,5,R$ 7,R$ 35
7144,"sexta-feira, 1 de abril de 2022",3436,5,5,R$ 7,R$ 35
7287,"quinta-feira, 7 de abril de 2022",6608,5,5,R$ 7,R$ 35
7369,"domingo, 10 de abril de 2022",9182,5,5,R$ 7,R$ 35
7382,"domingo, 10 de abril de 2022",9644,5,5,R$ 7,R$ 35
7489,"sexta-feira, 15 de abril de 2022",9928,5,5,R$ 7,R$ 35
7505,"sábado, 16 de abril de 2022",554,5,5,R$ 7,R$ 35
7698,"sexta-feira, 22 de abril de 2022",1578,5,5,R$ 7,R$ 35
7716,"sábado, 23 de abril de 2022",3495,5,5,R$ 7,R$ 35
7747,"domingo, 24 de abril de 2022",6113,5,5,R$ 7,R$ 35
7890,"sexta-feira, 29 de abril de 2022",7526,5,5,R$ 7,R$ 35
7955,"segunda-feira, 2 de maio de 2022",2054,5,5,R$ 7,R$ 35
8026,"quarta-feira, 4 de maio de 2022",588,5,5,R$ 7,R$ 35
8070,"sexta-feira, 6 de maio de 2022",1371,5,5,R$ 7,R$ 35
8174,"segunda-feira, 9 de maio de 2022",632,5,5,R$ 7,R$ 35
8307,"sábado, 14 de maio de 2022",1957,5,5,R$ 7,R$ 35
8513,"domingo, 22 de maio de 2022",8550,5,5,R$ 7,R$ 35
8649,"sexta-feira, 27 de maio de 2022",3004,5,5,R$ 7,R$ 35
8762,"terça-feira, 31 de maio de 2022",7569,5,5,R$ 7,R$ 35
8783,"terça-feira, 31 de maio de 2022",1350,5,5,R$ 7,R$ 35
8786,"terça-feira, 31 de maio de 2022",1843,5,5,R$ 7,R$ 35
9130,"terça-feira, 14 de junho de 2022",5129,5,5,R$ 7,R$ 35
9193,"quinta-feira, 16 de junho de 2022",8164,5,5,R$ 7,R$ 35
9211,"quinta-feira, 16 de junho de 2022",2695,5,5,R$ 7,R$ 35
9280,"domingo, 19 de junho de 2022",6934,5,5,R$ 7,R$ 35
9445,"sábado, 25 de junho de 2022",7696,5,5,R$ 7,R$ 35
9542,"quarta-feira, 29 de junho de 2022",6896,5,5,R$ 7,R$ 35
9673,"segunda-feira, 4 de julho de 2022",5481,5,5,R$ 7,R$ 35
9722,"quarta-feira, 6 de julho de 2022",1402,5,5,R$ 7,R$ 35
9733,"quarta-feira, 6 de julho de 2022",2439,5,5,R$ 7,R$ 35
9871,"domingo, 10 de julho de 2022",3796,5,5,R$ 7,R$ 35
9915,"terça-feira, 12 de julho de 2022",9438,5,5,R$ 7,R$ 35
10108,"segunda-feira, 18 de julho de 2022",2829,5,5,R$ 7,R$ 35
10243,"domingo, 24 de julho de 2022",4620,5,5,R$ 7,R$ 35
10519,"quarta-feira, 3 de agosto de 2022",1432,5,5,R$ 7,R$ 35
10570,"sábado, 6 de agosto de 2022",1281,5,5,R$ 7,R$ 35
10588,"sábado, 6 de agosto de 2022",8364,5,5,R$ 7,R$ 35
10594,"domingo, 7 de agosto de 2022",10266,5,5,R$ 7,R$ 35
10660,"terça-feira, 9 de agosto de 2022",10210,5,5,R$ 7,R$ 35
10893,"quarta-feira, 17 de agosto de 2022",9835,5,5,R$ 7,R$ 35
10909,"quinta-feira, 18 de agosto de 2022",1607,5,5,R$ 7,R$ 35
10976,"domingo, 21 de agosto de 2022",1038,5,5,R$ 7,R$ 35
11077,"quinta-feira, 25 de agosto de 2022",1196,5,5,R$ 7,R$ 35
11189,"segunda-feira, 29 de agosto de 2022",8667,5,5,R$ 7,R$ 35
11219,"terça-feira, 30 de agosto de 2022",6237,5,5,R$ 7,R$ 35
11233,"quarta-feira, 31 de agosto de 2022",105,5,5,R$ 7,R$ 35
11245,"quarta-feira, 31 de agosto de 2022",5927,5,5,R$ 7,R$ 35
11278,"quinta-feira, 1 de setembro de 2022",9897,5,5,R$ 7,R$ 35
11318,"sábado, 3 de setembro de 2022",2371,5,5,R$ 7,R$ 35
11395,"terça-feira, 6 de setembro de 2022",2762,5,5,R$ 7,R$ 35
11451,"quinta-feira, 8 de setembro de 2022",2141,5,5,R$ 7,R$ 35
11520,"sábado, 10 de setembro de 2022",1343,5,5,R$ 7,R$ 35
11633,"quinta-feira, 15 de setembro de 2022",4096,5,5,R$ 7,R$ 35
11661,"sexta-feira, 16 de setembro de 2022",8649,5,5,R$ 7,R$ 35
11725,"domingo, 18 de setembro de 2022",1942,5,5,R$ 7,R$ 35
11920,"domingo, 25 de setembro de 2022",3363,5,5,R$ 7,R$ 35
11989,"terça-feira, 27 de setembro de 2022",4691,5,5,R$ 7,R$ 35
12230,"quinta-feira, 6 de outubro de 2022",1076,5,5,R$ 7,R$ 35
12292,"sábado, 8 de outubro de 2022",6665,5,5,R$ 7,R$ 35
12354,"terça-feira, 11 de outubro de 2022",1147,5,5,R$ 7,R$ 35
12401,"quinta-feira, 13 de outubro de 2022",9134,5,5,R$ 7,R$ 35
12426,"quinta-feira, 13 de outubro de 2022",753,5,5,R$ 7,R$ 35
12516,"segunda-feira, 17 de outubro de 2022",4627,5,5,R$ 7,R$ 35
12537,"terça-feira, 18 de outubro de 2022",4226,5,5,R$ 7,R$ 35
12604,"quinta-feira, 20 de outubro de 2022",8254,5,5,R$ 7,R$ 35
12669,"sábado, 22 de outubro de 2022",4198,5,5,R$ 7,R$ 35
12681,"sábado, 22 de outubro de 2022",6288,5,5,R$ 7,R$ 35
12710,"segunda-feira, 24 de outubro de 2022",6464,5,5,R$ 7,R$ 35
12793,"quarta-feira, 26 de outubro de 2022",8915,5,5,R$ 7,R$ 35
12795,"quarta-feira, 26 de outubro de 2022",178,5,5,R$ 7,R$ 35
12854,"sexta-feira, 28 de outubro de 2022",3906,5,5,R$ 7,R$ 35
12908,"domingo, 30 de outubro de 2022",2448,5,5,R$ 7,R$ 35
12942,"terça-feira, 1 de novembro de 2022",728,5,5,R$ 7,R$ 35
13026,"quinta-feira, 3 de novembro de 2022",2790,5,5,R$ 7,R$ 35
13066,"sábado, 5 de novembro de 2022",2830,5,5,R$ 7,R$ 35
13081,"sábado, 5 de novembro de 2022",4956,5,5,R$ 7,R$ 35
13123,"segunda-feira, 7 de novembro de 2022",6960,5,5,R$ 7,R$ 35
13232,"sexta-feira, 11 de novembro de 2022",9017,5,5,R$ 7,R$ 35
13256,"sexta-feira, 11 de novembro de 2022",1443,5,5,R$ 7,R$ 35
13351,"terça-feira, 15 de novembro de 2022",804,5,5,R$ 7,R$ 35
13408,"quinta-feira, 17 de novembro de 2022",6948,5,5,R$ 7,R$ 35
13546,"quarta-feira, 23 de novembro de 2022",3654,5,5,R$ 7,R$ 35
13594,"sexta-feira, 25 de novembro de 2022",7789,5,5,R$ 7,R$ 35
13619,"sábado, 26 de novembro de 2022",5008,5,5,R$ 7,R$ 35
13805,"domingo, 4 de dezembro de 2022",8754,5,5,R$ 7,R$ 35
13876,"sexta-feira, 9 de dezembro de 2022",3658,5,5,R$ 7,R$ 35
13918,"segunda-feira, 12 de dezembro de 2022",4152,5,5,R$ 7,R$ 35
14001,"terça-feira, 20 de dezembro de 2022",9504,5,5,R$ 7,R$ 35
1,"sábado, 19 de dezembro de 2020",7223,20,5,R$ 80,R$ 400
51,"segunda-feira, 4 de janeiro de 2021",3799,20,5,R$ 80,R$ 400
70,"sexta-feira, 8 de janeiro de 2021",7576,20,5,R$ 80,R$ 400
140,"domingo, 17 de janeiro de 2021",8731,20,5,R$ 80,R$ 400
290,"domingo, 31 de janeiro de 2021",2295,20,5,R$ 80,R$ 400
514,"quinta-feira, 18 de fevereiro de 2021",8901,20,5,R$ 80,R$ 400
587,"quinta-feira, 25 de fevereiro de 2021",9064,20,5,R$ 80,R$ 400
647,"segunda-feira, 1 de março de 2021",6113,20,5,R$ 80,R$ 400
724,"sábado, 6 de março de 2021",2921,20,5,R$ 80,R$ 400
842,"domingo, 14 de março de 2021",4397,20,5,R$ 80,R$ 400
845,"domingo, 14 de março de 2021",9642,20,5,R$ 80,R$ 400
1000,"quinta-feira, 25 de março de 2021",2054,20,5,R$ 80,R$ 400
1014,"sexta-feira, 26 de março de 2021",9781,20,5,R$ 80,R$ 400
1059,"segunda-feira, 29 de março de 2021",8000,20,5,R$ 80,R$ 400
1068,"segunda-feira, 29 de março de 2021",3728,20,5,R$ 80,R$ 400
1114,"quinta-feira, 1 de abril de 2021",868,20,5,R$ 80,R$ 400
1318,"quinta-feira, 15 de abril de 2021",3027,20,5,R$ 80,R$ 400
1398,"terça-feira, 20 de abril de 2021",9679,20,5,R$ 80,R$ 400
1540,"domingo, 2 de maio de 2021",9831,20,5,R$ 80,R$ 400
1581,"terça-feira, 4 de maio de 2021",3758,20,5,R$ 80,R$ 400
1597,"quarta-feira, 5 de maio de 2021",3097,20,5,R$ 80,R$ 400
1661,"domingo, 9 de maio de 2021",4116,20,5,R$ 80,R$ 400
1791,"quinta-feira, 20 de maio de 2021",8953,20,5,R$ 80,R$ 400
1878,"quinta-feira, 27 de maio de 2021",6806,20,5,R$ 80,R$ 400
2018,"segunda-feira, 7 de junho de 2021",448,20,5,R$ 80,R$ 400
2056,"sexta-feira, 11 de junho de 2021",9797,20,5,R$ 80,R$ 400
2219,"quinta-feira, 24 de junho de 2021",467,20,5,R$ 80,R$ 400
2303,"sexta-feira, 2 de julho de 2021",6417,20,5,R$ 80,R$ 400
2378,"sexta-feira, 9 de julho de 2021",2672,20,5,R$ 80,R$ 400
2452,"quinta-feira, 15 de julho de 2021",8860,20,5,R$ 80,R$ 400
2487,"sábado, 17 de julho de 2021",3352,20,5,R$ 80,R$ 400
2562,"sexta-feira, 23 de julho de 2021",780,20,5,R$ 80,R$ 400
2718,"quinta-feira, 5 de agosto de 2021",8937,20,5,R$ 80,R$ 400
2776,"segunda-feira, 9 de agosto de 2021",3000,20,5,R$ 80,R$ 400
2799,"quarta-feira, 11 de agosto de 2021",7250,20,5,R$ 80,R$ 400
2806,"quinta-feira, 12 de agosto de 2021",1791,20,5,R$ 80,R$ 400
2998,"sábado, 28 de agosto de 2021",3938,20,5,R$ 80,R$ 400
3010,"domingo, 29 de agosto de 2021",2976,20,5,R$ 80,R$ 400
3053,"quinta-feira, 2 de setembro de 2021",1023,20,5,R$ 80,R$ 400
3161,"sábado, 11 de setembro de 2021",2907,20,5,R$ 80,R$ 400
3169,"sábado, 11 de setembro de 2021",1175,20,5,R$ 80,R$ 400
3192,"segunda-feira, 13 de setembro de 2021",7514,20,5,R$ 80,R$ 400
3462,"terça-feira, 5 de outubro de 2021",6617,20,5,R$ 80,R$ 400
3534,"domingo, 10 de outubro de 2021",5204,20,5,R$ 80,R$ 400
3569,"quarta-feira, 13 de outubro de 2021",7694,20,5,R$ 80,R$ 400
3576,"quinta-feira, 14 de outubro de 2021",1491,20,5,R$ 80,R$ 400
3594,"sexta-feira, 15 de outubro de 2021",3932,20,5,R$ 80,R$ 400
3598,"sábado, 16 de outubro de 2021",5092,20,5,R$ 80,R$ 400
3634,"quarta-feira, 20 de outubro de 2021",3512,20,5,R$ 80,R$ 400
3699,"segunda-feira, 25 de outubro de 2021",7193,20,5,R$ 80,R$ 400
3770,"domingo, 31 de outubro de 2021",937,20,5,R$ 80,R$ 400
3774,"domingo, 31 de outubro de 2021",4099,20,5,R$ 80,R$ 400
3792,"terça-feira, 2 de novembro de 2021",8452,20,5,R$ 80,R$ 400
3797,"terça-feira, 2 de novembro de 2021",6172,20,5,R$ 80,R$ 400
